area_size;sunlight_need;environment_type;climate_type;fertilizer_frequency;pesticide_frequency;has_pet;has_child;suggested_plant;user_feedback;id;watering_frequency
Mini;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Zebra Grass;0;1694;Bi-weekly
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Petunia;0;1695;Monthly
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Lotus Bamboo;0;1696;Monthly
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Black Currant;0;1697;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Borage;0;1698;Every 2-3 days
Medium;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Cactus (Various);0;1699;Every 2-3 days
Medium;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Candytuft;0;1700;Every 2-3 days
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Asparagus Fern;0;1701;Every 2-3 days
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Hummingbird Sage;0;1702;Every 2-3 days
Medium;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Petunia (Trailing);0;1703;Every 2-3 days
Large;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Tuberose (Polianthes);0;1704;Bi-weekly
Large;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Larkspur;0;1705;Bi-weekly
Large;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Anthurium;0;1706;Bi-weekly
Mini;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Tuberose (Polianthes);0;1707;Monthly
Mini;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Succulent Mix;0;1708;Monthly
Mini;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Tarragon;0;1709;Monthly
Small;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Coltsfoot;0;1710;Bi-weekly
Small;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Salvia;0;1711;Bi-weekly
Small;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Chives;0;1712;Bi-weekly
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Lavender (French);0;1713;Daily
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Hops;0;1714;Daily
Mini;Bright indirect light;Indoor;All seasons;Never needed;Never needed;No;No;Petunia;0;1715;Daily
Small;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Grape Vine;0;1716;Weekly
Small;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Banana Plant;0;1717;Weekly
Small;6+ hours;Indoor;Winter;Monthly;Monthly;Yes;Yes;Pothos;0;1718;Weekly
Medium;6+ hours;Indoor;Spring;Never needed;Monthly;No;No;Croton;0;1719;Every 2-3 days
Medium;6+ hours;Indoor;Spring;Never needed;Monthly;No;No;Balloon Flower;0;1720;Every 2-3 days
Medium;6+ hours;Indoor;Spring;Never needed;Monthly;No;No;Aglaonema (Chinese Evergreen);0;1721;Every 2-3 days
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Kikar Tree (Acacia);0;1722;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Corn;0;1723;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Cornflower;0;1724;Bi-weekly
Small;6+ hours;Semi-outdoor;All seasons;Never needed;Never needed;No;No;Chestnut;0;1725;Every 2-3 days
Small;6+ hours;Semi-outdoor;All seasons;Never needed;Never needed;No;No;Alocasia (Elephant Ear);0;1726;Every 2-3 days
Small;6+ hours;Semi-outdoor;All seasons;Never needed;Never needed;No;No;Calendula;0;1727;Every 2-3 days
Small;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Hoya (Wax Plant);0;1728;Daily
Small;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Carrot Plant;0;1729;Daily
Small;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Chestnut;0;1730;Daily
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Columbine;0;1731;Every 2-3 days
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Red Hot Poker (Kniphofia);0;1732;Every 2-3 days
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Chayote;0;1733;Every 2-3 days
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Tomato;0;1734;Monthly
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Currant;0;1735;Monthly
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Echeveria;0;1736;Monthly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Jasmine (Indoor);0;1737;Weekly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;California Poppy;0;1738;Weekly
Small;1-2 hours daily;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Alstroemeria;0;1739;Weekly
Mini;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Cress;0;1740;Monthly
Mini;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Chestnut;0;1741;Monthly
Mini;6+ hours;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Jackfruit;0;1742;Monthly
Large;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Islander (Agave);0;1743;Every 2-3 days
Large;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Zea Mays (Corn);0;1744;Every 2-3 days
Large;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Aluminum Plant;0;1745;Every 2-3 days
Medium;1-2 hours daily;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Oregano;0;1746;Weekly
Medium;1-2 hours daily;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Sweet William;0;1747;Weekly
Medium;1-2 hours daily;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Chestnut;0;1748;Weekly
Small;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Scilla;0;1749;Bi-weekly
Small;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Lady'S Mantle;0;1750;Bi-weekly
Small;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Grape Vine;0;1751;Bi-weekly
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;String of Turtles;0;1752;Weekly
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Alocasia (Elephant Ear);0;1753;Weekly
Small;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Taro;0;1754;Weekly
Mini;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Dianella;0;1755;Every 2-3 days
Mini;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Malva (Mallow);0;1756;Every 2-3 days
Mini;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Banyan Tree (Bargad);0;1757;Every 2-3 days
Mini;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Pine;0;1758;Monthly
Mini;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Lucky Bamboo;0;1759;Monthly
Mini;6+ hours;Indoor;Summer;Monthly;1-2 times a year;Yes;Yes;Lavender (French);0;1760;Monthly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Green Bean;0;1761;Weekly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Feverfew;0;1762;Weekly
Mini;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Guar;0;1763;Weekly
Small;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Lily Of The Valley;0;1764;Bi-weekly
Small;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Poppy;0;1765;Bi-weekly
Small;6+ hours;Indoor;Winter;Never needed;Monthly;No;No;Wattle;0;1766;Bi-weekly
Large;Bright indirect light;Indoor;Spring;Monthly;Never needed;Yes;Yes;Gardenia;0;1767;Every 2-3 days
Large;Bright indirect light;Indoor;Spring;Monthly;Never needed;Yes;Yes;Venus Fly Trap;0;1768;Every 2-3 days
Large;Bright indirect light;Indoor;Spring;Monthly;Never needed;Yes;Yes;Clivia;0;1769;Every 2-3 days
Small;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Tuberose;0;1770;Bi-weekly
Small;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Ivy;0;1771;Bi-weekly
Small;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Phlox;0;1772;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Guava;0;1773;Monthly
Small;1-2 hours daily;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Swedish Ivy;0;1774;Monthly
Small;1-2 hours daily;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Majesty Palm;0;1775;Monthly
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Camellia;0;1776;Weekly
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Lipstick Plant;0;1777;Weekly
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Amaranth;0;1778;Weekly
Mini;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Teak;0;1779;Monthly
Mini;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Snake Plant (Sansevieria);0;1780;Monthly
Mini;1-2 hours daily;Indoor;Summer;Monthly;Monthly;Yes;Yes;Asparagus Fern;0;1781;Monthly
Medium;6+ hours;Semi-outdoor;Spring;Monthly;1-2 times a year;No;No;Periwinkle;0;1782;Daily
Medium;6+ hours;Semi-outdoor;Spring;Monthly;1-2 times a year;No;No;Ficus Tree;0;1783;Daily
Medium;6+ hours;Semi-outdoor;Spring;Monthly;1-2 times a year;No;No;Chayote;0;1784;Daily
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Indian Cress;0;1785;Every 2-3 days
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Lamb'S Ear;0;1786;Every 2-3 days
Medium;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Chinese Evergreen;0;1787;Every 2-3 days
Small;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Snake Plant (Sansevieria);0;1788;Bi-weekly
Small;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Lemon Balm;0;1789;Bi-weekly
Small;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Dieffenbachia;0;1790;Bi-weekly
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Lantana;0;1791;Daily
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Ginger;0;1792;Daily
Small;Bright indirect light;Indoor;All seasons;1-2 times a year;Never needed;Yes;No;Litchi;0;1793;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Silene (Catchfly);0;1794;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Bloodroot;0;1795;Daily
Medium;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Chrysanthemum (Outdoor);0;1796;Daily
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Marigold;0;1797;Every 2-3 days
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Chili Pepper;0;1798;Every 2-3 days
Medium;6+ hours;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Orchid (Vanilla);0;1799;Every 2-3 days
Small;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;Catmint;0;1800;Bi-weekly
Small;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;African Violet;0;1801;Bi-weekly
Small;6+ hours;Indoor;Spring;Never needed;1-2 times a year;No;No;Mandevilla;0;1802;Bi-weekly
Mini;1-2 hours daily;Indoor;Winter;Never needed;Never needed;No;No;Geranium;0;1803;Monthly
Mini;1-2 hours daily;Indoor;Winter;Never needed;Never needed;No;No;Bluebell;0;1804;Monthly
Mini;1-2 hours daily;Indoor;Winter;Never needed;Never needed;No;No;Echeveria;0;1805;Monthly
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Bok Choy;0;1806;Every 2-3 days
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Carob Tree;0;1807;Every 2-3 days
Medium;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Carrot Plant;0;1808;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;Never needed;Monthly;No;No;Parlor Palm;0;1809;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;Never needed;Monthly;No;No;Viola;0;1810;Every 2-3 days
Small;Bright indirect light;Indoor;All seasons;Never needed;Monthly;No;No;Sage;0;1811;Every 2-3 days
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Dandelion;0;1812;Weekly
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Wisteria;0;1813;Weekly
Large;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Japanese Anemone;0;1814;Weekly
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Mango;0;1815;Weekly
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Wisteria;0;1816;Weekly
Large;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Peepal Tree;0;1817;Weekly
Medium;6+ hours;Outdoor;Summer;1-2 times a year;Never needed;No;No;Cocoa Tree;0;1818;Weekly
Medium;6+ hours;Outdoor;Summer;1-2 times a year;Never needed;No;No;Lady'S Mantle;0;1819;Weekly
Medium;6+ hours;Outdoor;Summer;1-2 times a year;Never needed;No;No;String of Bananas;0;1820;Weekly
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Bamboo;0;1821;Weekly
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Swedish Ivy;0;1822;Weekly
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Bougainvillea;0;1823;Weekly
Mini;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Spider Plant;0;1824;Monthly
Mini;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Peepal Tree (Bodhi Tree);0;1825;Monthly
Mini;6+ hours;Indoor;Winter;Monthly;Never needed;Yes;Yes;Magnolia;0;1826;Monthly
Large;6+ hours;Semi-outdoor;Spring;Monthly;Monthly;No;No;Coltsfoot;0;1827;Every 2-3 days
Large;6+ hours;Semi-outdoor;Spring;Monthly;Monthly;No;No;Sage;0;1828;Every 2-3 days
Large;6+ hours;Semi-outdoor;Spring;Monthly;Monthly;No;No;Calla Lily;0;1829;Every 2-3 days
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Air Plant (Tillandsia);0;1830;Weekly
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Hops Vine;0;1831;Weekly
Mini;6+ hours;Indoor;Summer;Monthly;Never needed;Yes;Yes;Succulent;0;1832;Weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Passionflower;0;1833;Daily
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Soursop;0;1834;Daily
Small;1-2 hours daily;Indoor;All seasons;Monthly;Monthly;Yes;Yes;Chinese Money Plant;0;1835;Daily
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Fern (Boston Fern);0;1836;Weekly
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Holly;0;1837;Weekly
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Snake Plant (Sansevieria);0;1838;Weekly
Small;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Camelina;0;1839;Monthly
Small;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Peony;0;1840;Monthly
Small;1-2 hours daily;Indoor;Winter;Monthly;Never needed;Yes;Yes;Dragon Fruit;0;1841;Monthly
Large;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Cyclamen;0;1842;Every 2-3 days
Large;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Rudbeckia;0;1843;Every 2-3 days
Large;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Camelina;0;1844;Every 2-3 days
Mini;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Pomegranate;0;1845;Weekly
Mini;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Oregano;0;1846;Weekly
Mini;Bright indirect light;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Mimosa;0;1847;Weekly
Small;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Neem Tree;0;1848;Bi-weekly
Small;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Snapdragon;0;1849;Bi-weekly
Small;Can live in shade;Indoor;All seasons;1-2 times a year;Never needed;Yes;Yes;Succulent Mix;0;1850;Bi-weekly
Mini;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Bay Laurel;0;1851;Bi-weekly
Mini;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Nutmeg;0;1852;Bi-weekly
Mini;6+ hours;Indoor;All seasons;Monthly;1-2 times a year;Yes;Yes;Strawberry;0;1853;Bi-weekly
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Jackfruit;0;1854;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Yarrow;0;1855;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Never needed;No;No;Pothos;0;1856;Daily
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;No;No;Nettle;0;1857;Every 2-3 days
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;No;No;Hen and Chicks;0;1858;Every 2-3 days
Large;Bright indirect light;Indoor;All seasons;Monthly;1-2 times a year;No;No;Dahlia;0;1859;Every 2-3 days
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Lemon Grass;0;1860;Monthly
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Anemone;0;1861;Monthly
Large;Bright indirect light;Indoor;Spring;Monthly;1-2 times a year;Yes;Yes;Gardenia;0;1862;Monthly
Small;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Sage;0;1863;Monthly
Small;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Succulents (General);0;1864;Monthly
Small;6+ hours;Outdoor;Summer;Monthly;1-2 times a year;No;No;Fuchsia;0;1865;Monthly
Large;6+ hours;Indoor;Winter;Never needed;Never needed;No;No;Lucky Bamboo;0;1866;Bi-weekly
Large;6+ hours;Indoor;Winter;Never needed;Never needed;No;No;Bluebell;0;1867;Bi-weekly
Large;6+ hours;Indoor;Winter;Never needed;Never needed;No;No;Hibiscus;0;1868;Bi-weekly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Chrysanthemum (Outdoor);0;1869;Monthly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Aztec Lily;0;1870;Monthly
Small;1-2 hours daily;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Helenium;0;1871;Monthly
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Heliotrope;0;1872;Monthly
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Hops Vine;0;1873;Monthly
Small;6+ hours;Indoor;All seasons;Never needed;Never needed;No;No;Ageratum;0;1874;Monthly
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Tulip;0;1875;Daily
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Boston Fern;0;1876;Daily
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Thyme;0;1877;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Ginkgo;0;1878;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Japanese Maple;0;1879;Daily
Small;Bright indirect light;Indoor;Spring;Monthly;Monthly;Yes;Yes;Holly;0;1880;Daily
Medium;Bright indirect light;Indoor;Winter;Never needed;Monthly;No;No;Succulent Mix;0;1881;Weekly
Medium;Bright indirect light;Indoor;Winter;Never needed;Monthly;No;No;Luffa;0;1882;Weekly
Medium;Bright indirect light;Indoor;Winter;Never needed;Monthly;No;No;Snake Plant;0;1883;Weekly
Large;Bright indirect light;Indoor;Summer;Monthly;1-2 times a year;No;No;Kalanchoe;0;1884;Weekly
Large;Bright indirect light;Indoor;Summer;Monthly;1-2 times a year;No;No;Shasta Daisy;0;1885;Weekly
Large;Bright indirect light;Indoor;Summer;Monthly;1-2 times a year;No;No;Clove;0;1886;Weekly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Buckwheat;0;1887;Weekly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Cabbage;0;1888;Weekly
Mini;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Carrot Plant;0;1889;Weekly
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Orchid (Phalaenopsis);0;1890;Bi-weekly
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Bee Balm;0;1891;Bi-weekly
Large;1-2 hours daily;Indoor;Spring;Monthly;Monthly;Yes;Yes;Cestrum;0;1892;Bi-weekly
Mini;6+ hours;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Eggplant;0;1893;Weekly
Mini;6+ hours;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Brassica;0;1894;Weekly
Mini;6+ hours;Indoor;Winter;Monthly;1-2 times a year;Yes;Yes;Dusty Miller;0;1895;Weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Potato Vine;0;1896;Bi-weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Scabiosa (Pincushion Flower);0;1897;Bi-weekly
Medium;6+ hours;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Achillea (Yarrow);0;1898;Bi-weekly
Medium;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Sunflower;0;1899;Monthly
Medium;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Achillea (Yarrow);0;1900;Monthly
Medium;Bright indirect light;Indoor;Summer;Monthly;Monthly;Yes;Yes;Ironwood;0;1901;Monthly
Mini;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Knautia;0;1902;Weekly
Mini;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Ginger;0;1903;Weekly
Mini;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Raspberry;0;1904;Weekly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Cockscomb (Celosia);0;1905;Bi-weekly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Goldenseal;0;1906;Bi-weekly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Staghorn Fern;0;1907;Bi-weekly
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;No;No;Snowdrop;0;1908;Monthly
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;No;No;Star Jasmine;0;1909;Monthly
Medium;Bright indirect light;Indoor;Winter;Monthly;Never needed;No;No;Silverbell Tree;0;1910;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Bee Balm;0;1911;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Kiwi Vine;0;1912;Monthly
Medium;6+ hours;Indoor;Summer;Monthly;Monthly;Yes;Yes;Moringa;0;1913;Monthly
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Lotus Bamboo;0;1914;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Dogwood Tree;0;1915;Daily
Small;Bright indirect light;Indoor;All seasons;Monthly;Never needed;No;No;Jasmine (Outdoor);0;1916;Daily
Large;Bright indirect light;Indoor;Summer;Never needed;Monthly;No;No;Malva (Mallow);0;1917;Bi-weekly
Large;Bright indirect light;Indoor;Summer;Never needed;Monthly;No;No;Jasmine (Outdoor);0;1918;Bi-weekly
Large;Bright indirect light;Indoor;Summer;Never needed;Monthly;No;No;Dusty Miller;0;1919;Bi-weekly
Small;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Sedge;0;1920;Weekly
Small;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Alstroemeria;0;1921;Weekly
Small;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Blanket Flower;0;1922;Weekly
Medium;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Thyme;0;1923;Weekly
Medium;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Cornflower;0;1924;Weekly
Medium;Bright indirect light;Indoor;Summer;Monthly;Never needed;Yes;Yes;Gumwood Tree;0;1925;Weekly
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Ficus Benjamina;0;1926;Daily
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Guar;0;1927;Daily
Small;6+ hours;Semi-outdoor;Summer;Monthly;Never needed;No;No;Camelina;0;1928;Daily
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Rex Begonia;0;1929;Bi-weekly
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Tarragon;0;1930;Bi-weekly
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;No;No;Buckwheat;0;1931;Bi-weekly
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Date Palm;0;1932;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Alyssum;0;1933;Every 2-3 days
Small;1-2 hours daily;Semi-outdoor;Spring;Monthly;Never needed;No;No;Cactus;0;1934;Every 2-3 days
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Silverbell Tree;0;1935;Daily
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Asparagus Fern;0;1936;Daily
Medium;Can live in shade;Indoor;All seasons;Monthly;Never needed;Yes;Yes;Amaryllis;0;1937;Daily
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Nettle;0;1938;Monthly
Medium;6+ hours;Indoor;Spring;Monthly;Monthly;Yes;Yes;Lady'S Mantle;0;1939;Monthly
